time unit: s, MotorControl:MCA|HeartRateSetPoint, MotorControl:MCA|HeartRateSetPoint[7], MotorControl:MCA|HeartRateSetPoint[6], MotorControl:MCA|HeartRateSetPoint[5], MotorControl:MCA|HeartRateSetPoint[4], MotorControl:MCA|HeartRateSetPoint[3], MotorControl:MCA|HeartRateSetPoint[2], MotorControl:MCA|HeartRateSetPoint[1], MotorControl:MCA|HeartRateSetPoint[0], MotorControl:MCA|HeartRate, MotorControl:MCA|HeartRate[7], MotorControl:MCA|HeartRate[6], MotorControl:MCA|HeartRate[5], MotorControl:MCA|HeartRate[4], MotorControl:MCA|HeartRate[3], MotorControl:MCA|HeartRate[2], MotorControl:MCA|HeartRate[1], MotorControl:MCA|HeartRate[0], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement, MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[11], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[10], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[9], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[8], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[7], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[6], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[5], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[4], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[3], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[2], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[1], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[0], MotorControl:MCA|CurrentControl:CC|MotorSignal, MotorControl:MCA|CurrentControl:CC|MotorSignal[11], MotorControl:MCA|CurrentControl:CC|MotorSignal[10], MotorControl:MCA|CurrentControl:CC|MotorSignal[9], MotorControl:MCA|CurrentControl:CC|MotorSignal[8], MotorControl:MCA|CurrentControl:CC|MotorSignal[7], MotorControl:MCA|CurrentControl:CC|MotorSignal[6], MotorControl:MCA|CurrentControl:CC|MotorSignal[5], MotorControl:MCA|CurrentControl:CC|MotorSignal[4], MotorControl:MCA|CurrentControl:CC|MotorSignal[3], MotorControl:MCA|CurrentControl:CC|MotorSignal[2], MotorControl:MCA|CurrentControl:CC|MotorSignal[1], MotorControl:MCA|CurrentControl:CC|MotorSignal[0], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage, MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[11], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[10], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[9], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[8], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[7], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[6], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[5], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[4], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[3], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[2], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[1], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[0], 
0, XX, X, X, X, X, X, X, X, X, XXXXXXXX, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, 
2978, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010110000, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 
2979, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010100000, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 
2980, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010100000, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 
2981, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010000111, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 
2982, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010000111, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 
2983, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001111010, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 
2984, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001101001, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 
2985, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001101001, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 
2986, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001101000, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 
2987, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001100001, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 
2988, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001100001, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 
2989, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001100010, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 
2990, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001100010, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 
2991, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000001110010, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 
2992, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010001, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010010110, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 
2993, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010010110, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 
2994, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010101001, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 
2995, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000011010100, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
2996, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000011010100, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
2997, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000100011100, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 
2998, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000100011100, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 
2999, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000101011000, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 
3000, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000110111000, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 
3001, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000110111000, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 
3002, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111110111101, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 001000101011, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 
3003, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 111101000001, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 001010011000, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
3004, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 110100100001, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 001010011000, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
3005, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 101001000001, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 001011111011, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 
3006, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 011010100001, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 001011111011, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 
3007, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001110001000, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 
3008, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010000010010, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
3009, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010000010010, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
3010, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010010100011, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 
3011, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010011100000, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 
3012, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010011100000, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 
3013, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010100000000, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
3014, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010100000000, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
3015, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010100101000, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 
3016, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010100011110, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 
3017, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010100011110, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 
3018, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010011110110, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 
3019, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010011100000, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 
3020, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010011100000, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 
3021, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010010010011, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 
3022, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010010010011, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 
3023, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 010001011011, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 
3024, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001111010001, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 
3025, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001111010001, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 
3026, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001101010110, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 
3027, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001011011001, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 
3028, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000010000, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001011011001, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 
3029, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001001100111, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 
3030, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001001100111, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 
3031, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001111, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 000000001110, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 001000001010, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
3032, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 000001110010, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 000110110110, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 
3033, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 000111010010, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 000110110110, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 
3034, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 001111010111, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 000101111000, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 
3035, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001101, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 011000110111, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 000100110111, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 
3036, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001101, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 100110000111, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 000100110111, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 
3037, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001101, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 110100110111, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 000100001000, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 
3038, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001110, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000100001000, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 
3039, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001101, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000011010011, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 
3040, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001101, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010110011, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 
3041, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001101, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010110011, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 
3042, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011101, 0, 1, 0, 1, 1, 1, 0, 1, 001000001101, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000010010011, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 
