time unit: s, MotorControl:MCA|HeartRateSetPoint, MotorControl:MCA|HeartRateSetPoint[7], MotorControl:MCA|HeartRateSetPoint[6], MotorControl:MCA|HeartRateSetPoint[5], MotorControl:MCA|HeartRateSetPoint[4], MotorControl:MCA|HeartRateSetPoint[3], MotorControl:MCA|HeartRateSetPoint[2], MotorControl:MCA|HeartRateSetPoint[1], MotorControl:MCA|HeartRateSetPoint[0], MotorControl:MCA|HeartRate, MotorControl:MCA|HeartRate[7], MotorControl:MCA|HeartRate[6], MotorControl:MCA|HeartRate[5], MotorControl:MCA|HeartRate[4], MotorControl:MCA|HeartRate[3], MotorControl:MCA|HeartRate[2], MotorControl:MCA|HeartRate[1], MotorControl:MCA|HeartRate[0], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement, MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[11], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[10], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[9], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[8], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[7], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[6], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[5], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[4], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[3], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[2], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[1], MotorControl:MCA|CurrentControl:CC|AssistanceRequirement[0], MotorControl:MCA|CurrentControl:CC|MotorSignal, MotorControl:MCA|CurrentControl:CC|MotorSignal[11], MotorControl:MCA|CurrentControl:CC|MotorSignal[10], MotorControl:MCA|CurrentControl:CC|MotorSignal[9], MotorControl:MCA|CurrentControl:CC|MotorSignal[8], MotorControl:MCA|CurrentControl:CC|MotorSignal[7], MotorControl:MCA|CurrentControl:CC|MotorSignal[6], MotorControl:MCA|CurrentControl:CC|MotorSignal[5], MotorControl:MCA|CurrentControl:CC|MotorSignal[4], MotorControl:MCA|CurrentControl:CC|MotorSignal[3], MotorControl:MCA|CurrentControl:CC|MotorSignal[2], MotorControl:MCA|CurrentControl:CC|MotorSignal[1], MotorControl:MCA|CurrentControl:CC|MotorSignal[0], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage, MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[11], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[10], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[9], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[8], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[7], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[6], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[5], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[4], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[3], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[2], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[1], MotorControl:MCA|CurrentControl:CC|PhaseWireVoltage[0], 
0, XX, X, X, X, X, X, X, X, X, XXXXXXXX, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, 
6194, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6195, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6196, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6197, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6198, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6199, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6200, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6201, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6202, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6203, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6204, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6205, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6206, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6207, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6208, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6209, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6210, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6211, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6212, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6213, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6214, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6215, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6216, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6217, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6218, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6219, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6220, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6221, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110100, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6222, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6223, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6224, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6225, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6226, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6227, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6228, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6229, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6230, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6231, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6232, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6233, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6234, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6235, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6236, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6237, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6238, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6239, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6240, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6241, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6242, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6243, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6244, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6245, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6246, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6247, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6248, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6249, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6250, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6251, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6252, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6253, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6254, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6255, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6256, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6257, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
6258, 50, 0, 1, 0, 1, 0, 0, 0, 0, 01011110, 0, 1, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 111111111111, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
